TrapID,Habitat,Trap_Type,Sampling_Dates,Start_Date,End_Date,Sampling_Duration,Sampling_Session,Month,Week_of_Year,End_Day_of_the_Year,Order,Family,Lowest_Det,Count,Count per Day, Quad Veg Cover , Quad Native Veg Cover ,Quad Non-Native Veg Cover,NQ Native Veg Cover,NQ Non-Native Veg Cover,Quad Grass Cover,Quad Native Grass Cover,Quad Non-Native Grass Cover,NQ Non-Native Grass,Quad Herbaceous Cover,Quad Native Herb Cover,Quad Non-Native Herb Cover,NQ Native Herb,NQ Non-Native Herb,Quad Shrub Cover (Native),NQ Shrub Cover (Native),NQ Tree Cover (Native),Moss Cover,Bare Ground,Thatch Cover,Thatch Depth (cm),Quad Veg Height (cm),Min pH,Max pH,Avg. pH,Min Soil Max Salinity,Avg Soil Max Salinity,Max Soil Max Salinity,Min Soil Max %CaCO3,Avg Soil Max %CaCO3,Max Soil Max %CaCO3,Quad. Number of Spp.,NQ Number of Spp.,Quad. Native Spp.,NQ Native Spp.,Quad. Non-Native Spp.,NQ Non-Native Spp.,Quad. Unknown Spp. (e.g. Moss),NQ Unknown Spp. (e.g. Moss),Quad Native Grass Spp.,Quad. Non-Native Grass Spp.,NQ Non-Native Grass Spp.,Quad. Native Herb Spp.,NQ Native Herb Spp.,Quad. Non-Native Herb Spp.,NQ Non-Native Herb Spp.,Quad. Native Shrub Spp.,NQ Native Shrub Spp.,NQ Tree Spp.,Quad. Dominant Species Name,Quad. Dominant Species Type,NQ Dominant Species Name,NQ Dominant Species Type
FG-PIT-03,Non-native Fennel,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Collembola,Entomobryidae,Entomobryidae,109,36.3,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Dermaptera,Forficulidae,Forficulidae,9,3.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Isopoda,Armadillidiidae,Armadillidium,18,6.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Isopoda,Porcellionidae,Porcellio,8,2.7,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"April 25-28, 2016",4/25/2016,4/28/2016,3,Spring 1,April,18,119,Collembola,Isotomidae,Isotomidae,0,0.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Archaeognatha,Machilidae,Machilidae,3,1.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Collembola,Entomobryidae,Entomobryidae,2,0.7,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Collembola,Isotomidae,Isotomidae,1,0.3,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Isopoda,Armadillidiidae,Armadillidium,1,0.3,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Isopoda,Porcellionidae,Porcellio,0,0.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Collembola,Bourletiellidae,Bourletiellidae,0,0.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,Non-native Fennel,PIT,"July 25-28, 2016",7/25/2016,7/28/2016,3,Summer,July,31,210,Dermaptera,Forficulidae,Forficulidae,0,0.0,93.3,27.7,65.7, -   , -   ,49, -   ,49, -   ,27.7,11,16.7, -   , -   ,16.7, -   , -   , -   ,5.3,8,0.5,56.5,4.9,8.2,6.5,1,11.5,63, -   ,4.6,28,12, -   ,2, -   ,10, -   , -   , -   , -   ,5, -   ,1, -   ,5, -   ,1, -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Archaeognatha,Machilidae,Machilidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Collembola,Entomobryidae,Entomobryidae,1,1.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Collembola,Isotomidae,Isotomidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Isopoda,Armadillidiidae,Armadillidium,4,4.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Isopoda,Porcellionidae,Porcellio,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Collembola,Bourletiellidae,Bourletiellidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"June 30-July1, 2016",6/3/2016,7/1/2016,1,Summer,June,23,183,Dermaptera,Forficulidae,Forficulidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Archaeognatha,Machilidae,Machilidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Bourletiellidae,Bourletiellidae,10,10.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Entomobryidae,Entomobryidae,15,15.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Dermaptera,Forficulidae,Forficulidae,1,1.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Isopoda,Armadillidiidae,Armadillidium,2,2.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Isopoda,Porcellionidae,Porcellio,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"March 31-April 1, 2016",3/31/2016,4/1/2016,1,Spring 1,April,14,92,Collembola,Isotomidae,Isotomidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Archaeognatha,Machilidae,Machilidae,2,2.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Bourletiellidae,Bourletiellidae,127,127.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Entomobryidae,Entomobryidae,51,51.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Isopoda,Armadillidiidae,Armadillidium,1,1.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Collembola,Isotomidae,Isotomidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Isopoda,Porcellionidae,Porcellio,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,Non-native Fennel,YPT,"May 17-18, 2016",5/17/2016,5/18/2016,1,Spring 2,May,21,139,Dermaptera,Forficulidae,Forficulidae,0,0.0,97.3,0.3,97, -   , -   ,55, -   ,55, -   ,42.3,0.3,42, -   , -   , -   , -   , -   , -   ,5.3,15.7,3.8,43,4.7,8.1,6.4,1,14.7,63, -   ,4.2,8,7, -   ,1, -   ,6, -   , -   , -   , -   ,1, -   ,1, -   ,5, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Archaeognatha,Machilidae,Machilidae,0,0.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Collembola,Bourletiellidae,Bourletiellidae,236,236.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Collembola,Entomobryidae,Entomobryidae,32,32.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Dermaptera,Forficulidae,Forficulidae,3,3.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Isopoda,Armadillidiidae,Armadillidium,1,1.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Isopoda,Porcellionidae,Porcellio,1,1.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 25-26, 2016",4/25/2016,4/26/2016,1,Spring 2,April,18,117,Collembola,Isotomidae,Isotomidae,0,0.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Archaeognatha,Machilidae,Machilidae,0,0.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Bourletiellidae,Bourletiellidae,15,15.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Entomobryidae,Entomobryidae,26,26.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Dermaptera,Forficulidae,Forficulidae,1,1.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Isopoda,Armadillidiidae,Armadillidium,2,2.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Isopoda,Porcellionidae,Porcellio,1,1.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,Non-native Fennel,YPT,"April 6-7, 2016",4/6/2016,4/7/2016,1,Spring 1,April,15,98,Collembola,Isotomidae,Isotomidae,0,0.0,65.3,2,63.3, -   , -   ,51.7, -   ,51.7, -   ,13.7,2,11.7, -   , -   , -   , -   , -   , -   ,13,24,1.3,30.7,4.8,8,6.4,1,12.4,63, -   ,3.1,8,12, -   ,2, -   ,10, -   , -   , -   , -   ,4, -   ,2, -   ,6, -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
