TrapID,Habitat,Trap,Date,Month,End_Day_of_the_Year,Trapping_Duration,Order,Family,Lowest_Det,Count, Quad Veg Cover , Quad Native Veg Cover ,Quad Non-Native Veg Cover,NQ Native Veg Cover,NQ Non-Native Veg Cover,Quad Grass Cover,Quad Native Grass Cover,Quad Non-Native Grass Cover,NQ Non-Native Grass,Quad Herbaceous Cover,Quad Native Herb Cover,Quad Non-Native Herb Cover,NQ Native Herb,NQ Non-Native Herb,Quad Shrub Cover (Native),NQ Shrub Cover (Native),NQ Tree Cover (Native),Moss Cover,Bare Ground,Thatch Cover,Thatch Depth (cm),Quad Veg Height (cm),Min pH,Max pH,Avg. pH,Min Soil Max Salinity,Avg Soil Max Salinity,Max Soil Max Salinity,Min Soil Max %CaCO3,Avg Soil Max %CaCO3,Max Soil Max %CaCO3,Quad. Number of Spp.,NQ Number of Spp.,Quad. Native Spp.,NQ Native Spp.,Quad. Non-Native Spp.,NQ Non-Native Spp.,Quad. Unknown Spp. (e.g. Moss),NQ Unknown Spp. (e.g. Moss),Quad Native Grass Spp.,Quad. Non-Native Grass Spp.,NQ Non-Native Grass Spp.,Quad. Native Herb Spp.,NQ Native Herb Spp.,Quad. Non-Native Herb Spp.,NQ Non-Native Herb Spp.,Quad. Native Shrub Spp.,NQ Native Shrub Spp.,NQ Tree Spp.,Quad. Dominant Species Name,Quad. Dominant Species Type,NQ Dominant Species Name,NQ Dominant Species Type
FG-PIT-01,FG,PIT,"May 16-19, 2016",May,140,3,Isopoda,Porcellionidae,Porcellio,0, 98.3 , -   , 98.3 , -   , 12.0 , 76.7 , -   , 76.7 , 12.0 , 21.7 , -   , 21.7 , -   , -   , -   , -   , -   , -   , 3.0 , 10.0 , 2.1 , 28.4 , 4.7 , 8.0 , 6.4 , 1.0 , 12.1 , 63.0 , -   , 4.1 , 8.0 , 6.0 , 2.0 , -   , -   , 6.0 , 2.0 , -   , -   , -   , 1.0 , 2.0 , -   , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-01,FG,PIT,"May 16-19, 2016",May,140,3,Dermaptera,Forficulidae,Forficulidae,0, 98.3 , -   , 98.3 , -   , 12.0 , 76.7 , -   , 76.7 , 12.0 , 21.7 , -   , 21.7 , -   , -   , -   , -   , -   , -   , 3.0 , 10.0 , 2.1 , 28.4 , 4.7 , 8.0 , 6.4 , 1.0 , 12.1 , 63.0 , -   , 4.1 , 8.0 , 6.0 , 2.0 , -   , -   , 6.0 , 2.0 , -   , -   , -   , 1.0 , 2.0 , -   , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-01,FG,PIT,"May 16-19, 2016",May,140,3,Isopoda,Armadillidiidae,Armadillidium,4, 98.3 , -   , 98.3 , -   , 12.0 , 76.7 , -   , 76.7 , 12.0 , 21.7 , -   , 21.7 , -   , -   , -   , -   , -   , -   , 3.0 , 10.0 , 2.1 , 28.4 , 4.7 , 8.0 , 6.4 , 1.0 , 12.1 , 63.0 , -   , 4.1 , 8.0 , 6.0 , 2.0 , -   , -   , 6.0 , 2.0 , -   , -   , -   , 1.0 , 2.0 , -   , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Archaeognatha,Machilidae,Machilidae,124, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Collembola,Bourletiellidae,Bourletiellidae,200, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Collembola,Entomobryidae,Entomobryidae,109, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Dermaptera,Forficulidae,Forficulidae,9, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Isopoda,Armadillidiidae,Armadillidium,18, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Isopoda,Porcellionidae,Porcellio,8, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"April 25-28, 2016",April,119,3,Collembola,Isotomidae,Isotomidae,0, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Archaeognatha,Machilidae,Machilidae,3, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Collembola,Entomobryidae,Entomobryidae,2, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Collembola,Isotomidae,Isotomidae,1, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Isopoda,Armadillidiidae,Armadillidium,1, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Isopoda,Porcellionidae,Porcellio,0, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Collembola,Bourletiellidae,Bourletiellidae,0, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-PIT-03,FG,PIT,"July 25-28, 2016",July,210,3,Dermaptera,Forficulidae,Forficulidae,0, 93.3 , 27.7 , 65.7 , -   , -   , 49.0 , -   , 49.0 , -   , 27.7 , 11.0 , 16.7 , -   , -   , 16.7 , -   , -   , -   , 5.3 , 8.0 , 0.5 , 56.5 , 4.9 , 8.2 , 6.5 , 1.0 , 11.5 , 63.0 , -   , 4.6 , 28.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 5.0 , -   , 1.0 , -   , 5.0 , -   , 1.0 , -   , -   , Bromus diandrus , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Archaeognatha,Machilidae,Machilidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Collembola,Entomobryidae,Entomobryidae,1, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Collembola,Isotomidae,Isotomidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Isopoda,Armadillidiidae,Armadillidium,4, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Isopoda,Porcellionidae,Porcellio,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Collembola,Bourletiellidae,Bourletiellidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"June 30-July1, 2016",June,183,1,Dermaptera,Forficulidae,Forficulidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Archaeognatha,Machilidae,Machilidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Bourletiellidae,Bourletiellidae,10, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Entomobryidae,Entomobryidae,15, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Dermaptera,Forficulidae,Forficulidae,1, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Isopoda,Armadillidiidae,Armadillidium,2, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Isopoda,Porcellionidae,Porcellio,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"March 31-April 1, 2016",March,92,1,Collembola,Isotomidae,Isotomidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Archaeognatha,Machilidae,Machilidae,2, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Collembola,Bourletiellidae,Bourletiellidae,127, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Collembola,Entomobryidae,Entomobryidae,51, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Isopoda,Armadillidiidae,Armadillidium,1, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Collembola,Isotomidae,Isotomidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Isopoda,Porcellionidae,Porcellio,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-01,FG,YPT,"May 17-18, 2016",May,139,1,Dermaptera,Forficulidae,Forficulidae,0, 97.3 , 0.3 , 97.0 , -   , -   , 55.0 , -   , 55.0 , -   , 42.3 , 0.3 , 42.0 , -   , -   , -   , -   , -   , -   , 5.3 , 15.7 , 3.8 , 43.0 , 4.7 , 8.1 , 6.4 , 1.0 , 14.7 , 63.0 , -   , 4.2 , 8.0 , 7.0 , -   , 1.0 , -   , 6.0 , -   , -   , -   , -   , 1.0 , -   , 1.0 , -   , 5.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,FG,YPT,"April 25-26, 2016",April,117,1,Archaeognatha,Machilidae,Machilidae,0, 65.3 , 2.0 , 63.3 , -   , -   , 51.7 , -   , 51.7 , -   , 13.7 , 2.0 , 11.7 , -   , -   , -   , -   , -   , -   , 13.0 , 24.0 , 1.3 , 30.7 , 4.8 , 8.0 , 6.4 , 1.0 , 12.4 , 63.0 , -   , 3.1 , 8.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 4.0 , -   , 2.0 , -   , 6.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,FG,YPT,"April 25-26, 2016",April,117,1,Collembola,Bourletiellidae,Bourletiellidae,236, 65.3 , 2.0 , 63.3 , -   , -   , 51.7 , -   , 51.7 , -   , 13.7 , 2.0 , 11.7 , -   , -   , -   , -   , -   , -   , 13.0 , 24.0 , 1.3 , 30.7 , 4.8 , 8.0 , 6.4 , 1.0 , 12.4 , 63.0 , -   , 3.1 , 8.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 4.0 , -   , 2.0 , -   , 6.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,FG,YPT,"April 25-26, 2016",April,117,1,Collembola,Entomobryidae,Entomobryidae,32, 65.3 , 2.0 , 63.3 , -   , -   , 51.7 , -   , 51.7 , -   , 13.7 , 2.0 , 11.7 , -   , -   , -   , -   , -   , -   , 13.0 , 24.0 , 1.3 , 30.7 , 4.8 , 8.0 , 6.4 , 1.0 , 12.4 , 63.0 , -   , 3.1 , 8.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 4.0 , -   , 2.0 , -   , 6.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
FG-YPT-02,FG,YPT,"April 25-26, 2016",April,117,1,Dermaptera,Forficulidae,Forficulidae,3, 65.3 , 2.0 , 63.3 , -   , -   , 51.7 , -   , 51.7 , -   , 13.7 , 2.0 , 11.7 , -   , -   , -   , -   , -   , -   , 13.0 , 24.0 , 1.3 , 30.7 , 4.8 , 8.0 , 6.4 , 1.0 , 12.4 , 63.0 , -   , 3.1 , 8.0 , 12.0 , -   , 2.0 , -   , 10.0 , -   , -   , -   , -   , 4.0 , -   , 2.0 , -   , 6.0 , -   , -   , -   , -   , Brachypodium distachyon , Non-Native Invasive Annual Grass , -   , -   
